stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
10AHERNN,10AHERNN,10TH AVE N & HERMAN ST NB,10TH AV N & HERMAN ST,36.168831,-86.792339,,,,,,
11AWHESN,11AWHESN,11TH AVE N & WHEELESS ST SB,,36.179003,-86.803879,,,,,,
12AARCSM,12AARCSM,12TH AVE S & ARCHER ST SB,12TH AV S & ARCHER ST,36.144535,-86.786549,,,,,,0
12AARCNN,12AARCNN,12TH AVE S & ARCHER ST,12TH AV S & ARCHER ST,36.14523,-86.786168,,,,,,0
12AARGNN,12AARGNN,12TH AVE S & ARGYLE AVE NB,1439 S 12TH AVE & ARGYLE AVE,36.137658,-86.788029,,,,,,0
12ACALSN,12ACALSN,12TH AVE S & CALDWELL AVE SB,12TH AV S & CALDWELL AV,36.132811,-86.788803,,,,,,
12ACALNM,12ACALNM,12TH AVE S & CALDWELL AVE NB,12TH AV S & CALDWELL AV,36.132436,-86.788657,,,,,,
12ADEMNN,12ADEMNN,12TH AVE S & DEMONBREUN ST NB,12TH AV S & DEMONBREUN ST,36.154509,-86.786056,,,,,,
12ADIVNN,12ADIVNN,12TH AVE S & DIVISION ST NB,731 12TH AVE & DIVISION ST,36.150807,-86.784265,,,,,,0
12AEDGSN,12AEDGSN,12TH AVE S & EDGEHILL AVE SB,12TH AV S & EDGEHILL AV,36.142972,-86.787031,,,,,,0
12AEDGNN,12AEDGNN,12TH AVE S & EDGEHILL AVE NB,12TH AV S & EDGEHILL AV,36.142624,-86.786998,,,,,,
GRAFERSN,GRAFERSN,GRANNY WHITE PIKE & FERGUSON AVE SB,GRANNY WHITE PK & FERGUSON AV,36.118934,-86.791122,,,,,,
GRAFERNN,GRAFERNN,GRANNY WHITE PIKE & FERGUSON AVE NB,GRANNY WHITE PK & FERGUSON AV,36.118756,-86.791055,,,,,,
12AHAWSN,12AHAWSN,12TH AVE S & HAWKINS ST SB,12TH AV S & HAWKINS ST,36.148669,-86.785136,,,,,,0
12AHAWNN,12AHAWNN,12TH AVE S & HAWKINS ST NB,12TH AV S & HAWKINS ST,36.148383,-86.785282,,,,,,
12AHORSM,12AHORSM,12TH AVE S & EDGEHILL AVE SB,12TH AV S & HORTON AV,36.141267,-86.78739,,,,,,0
12AHORSN,12AHORSN,12TH AVE S & HORTON AVE SB,12TH AV S & HORTON AV,36.140043,-86.787626,,,,,,0
12AHORNN,12AHORNN,12TH AVE S & HORTON AVE NB,12TH AV S & HORTON AV,36.139606,-86.787525,,,,,,0
12ALAWNF,12ALAWNF,12TH AVE S & LAWRENCE AVE NB,12TH AV S & UNKNOWN AL,36.129319,-86.788814,,,,,,0
12ALINNN,12ALINNN,12TH AVE S & LINDEN AVE NB,12TH AV S & LINDEN AV,36.127614,-86.789082,,,,,,0
12ASWENF,12ASWENF,12TH AVE S & SWEETBRIAR AVE NB,12TH AV S & SWEETBRIAR AV,36.123872,-86.789755,,,,,,
12ASOUSN,12ASOUSN,12TH AVE S & SOUTH ST SB,12TH AV S & SOUTH ST,36.147571,-86.785719,,,,,,0
12ASOUNN,12ASOUNN,12TH AVE S & SOUTH ST NB,12TH AV S & SOUTH ST,36.147008,-86.785776,,,,,,0
12ASUMSF,12ASUMSF,12TH AVE S & SUMMIT AVE SB,12TH AV S & SUMMIT AV,36.138427,-86.787895,,,,,,
12AWEDSN,12AWEDSN,12TH AVE S & WEDGEWOOD AVE SB,12TH AVE S & WADE AVE,36.136823,-86.78843,,,,,,0
12AWEDNN,12AWEDNN,12TH AVE S & WEDGEWOOD AVE NB,12TH AV S & WEDGEWOOD AV,36.135945,-86.788702,,,,,,
12AWEDSF,12AWEDSF,12TH AVE S & WEDGEWOOD SB,12TH AV S & W GROVE AV,36.135496,-86.789043,,,,,,
12AWESNN,12AWESNN,12TH AVE S & WEST GROVE AVE NB,12TH AV S & W GROVE AV,36.134748,-86.788904,,,,,,
16SEASNN,16SEASNN,N 16TH ST & EASTLAND AVE NB,,36.182851,-86.740997,,,,,,
19SLILNN,19SLILNN,S 19TH ST & LILLIAN ST NB,,36.171492,-86.737189,,,,,,0
19SSHESN,19SSHESN,S 19TH ST & SHELBY AVE EB,,36.170153,-86.737493,,,,,,
1SJAMNM,1SJAMNM,N 1ST ST & JAMES ROBERTSON PKWY NB,N 1ST ST & MAIN ST,36.172643,-86.773761,,,,,,
1SWOONM,1SWOONM,S 1ST ST & WOODLAND ST NB,N 1ST ST & MAIN ST,36.169643,-86.772415,,,,,,
20ABRONF,20ABRONF,20TH AVE S & BROADWAY AVE NB,20TH AV S & BROADWAY,36.149954,-86.798191,,,,,,
20ACHUNN,20ACHUNN,20TH AVE N & CHURCH ST NB,20TH AV N & CHURCH ST,36.153222,-86.800614,,,,,,0
20ASTANF,20ASTANF,20TH AVE N & STATE ST,20TH AV N & STATE ST,36.154615,-86.801666,,,,,,
20AWESNN,20AWESNN,20TH AVE S & WEST END AVE NB,20TH AV S & WEST END AV,36.151061,-86.799021,,,,,,0
21AACKSF,21AACKSF,21ST AVE S & ACKLEN AVE SB,21ST AV S & ACKLEN AV,36.135345,-86.801115,,,,,,0
21ACHINN,21ACHINN,21ST AVE S & CHILDRENS WAY NB,21ST AV S & CHILDRENS WY,36.138372,-86.800622,,,,,,0
21ABLANN,21ABLANN,21ST AVE S & BLAIR BLVD NB,21ST AV S & BLAIR BV,36.130158,-86.80197,,,,,,0
21ACAPSN,21ACAPSN,21ST AVE S & CAPERS AVE SB,21ST AV S & CAPERS AV,36.138881,-86.800622,,,0,,,0
21AEDGNF,21AEDGNF,21ST AVE S & EDGEHILL AVE NB,21ST AV S & EDGEHILL AV,36.144373,-86.799749,,,,,,
21AFAINN,21AFAINN,21ST AVE S & FAIRFAX AVE NB,US HWY 431 & 21ST AVE S,36.134135,-86.801021,,,,,,
21AMEDNN,21AMEDNN,21ST AVE S & MEDICAL CENTER DR NB,21ST AV S & GARLAND AV,36.142676,-86.79995,,,,,,0
21AMEDSF,21AMEDSF,21ST AVE S & MEDICAL CENTER DR SB,21ST AV S & GARLAND AV,36.142489,-86.800118,,,,,,1
21AGRANN,21AGRANN,21ST AVE S & GRAND AVE NB,21ST AV S & GRAND AV,36.147335,-86.79928,,,,,,0
HER24AEN,HER24AEN,HERMAN ST & 24TH AVE N EB,HERMAN ST & 24TH AV N,36.162113,-86.812001,,,,,,
21APIENM,21APIENM,21ST AVE S & PIERCE AVE NB,21ST AV S & DIXIE PL,36.140259,-86.800294,,,,,,0
21APIESN,21APIESN,21ST AVE S & PIERCE AVE SB,21ST AV S & PIERCE AV,36.13998,-86.800488,,,,,,0
21AWOOSN,21AWOOSN,21ST AVE S & WOODLAWN DR SB,21ST AV S & WOODLAWN DR,36.125424,-86.805563,,,,,,
23ACLANN,23ACLANN,23RD AVE N & CLARKSVILLE PIKE NB,23RD AV N & CLARKSVILLE PK,36.18348,-86.81422,,,,,,
23AFORNN,23AFORNN,23RD AVE N & FORMOSA ST NB,23RD AV N & FORMOSA ST,36.174417,-86.813161,,,,,,
23ASEINF,23ASEINF,23RD AVE N & SEIFRIED ST NB,23RD AV N & SEIFRIED ST,36.182274,-86.814331,,,,,,
23ASEISN,23ASEISN,23RD AVE N & SEIFRIED ST SB,,36.182177,-86.814445,,,,,,
25ADELNN,25ADELNN,25TH AVE N & DELK AVE NB,25TH AV N & DELK AV,36.178282,-86.816675,,,,,,
25AFINNN,25AFINNN,25TH AVE N & FINLAND ST NB,,36.17705,-86.816405,,,,,,
26ACLANN,26ACLANN,26TH AVE N & CLARKSVILLE PIKE NB,,36.185453,-86.818846,,,,,,
26ASALNN,26ASALNN,26TH AVE N & SALEM MASON DR NB,,36.182047,-86.819382,,,,,,
2ASTOSM,2ASTOSM,2ND AVE N & STOCKYARD ST SB,2ND AV N & STOCKYARD ST,36.17165,-86.781297,,,,,,0
MXIFULTN,MXIFULTN,FULTON STATION INBOUND,2ND AV S & ASH ST,36.153527,-86.769698,,,,,,1
NXICHSNT,NXICHSNT,CHESTNUT STATION INBOUND,2ND AV S & CHESTNUT ST,36.145712,-86.764608,,,,,,1
NXIHART,NXIHART,HART STATION INBOUND,US HWY 31 ALT & US HWY 41 ALT,36.142163,-86.762307,,,,,,
MAD2AVEN,MAD2AVEN,MADISON ST & 2ND AVE N EB,2ND AV N & JEFFERSON ST,36.176688,-86.784712,,,,,,
2AVJUNSF,2AVJUNSF,2ND AVE N & JUNIOR GILLIAM WAY SB,2ND AV N & JACKSON ST,36.17411,-86.782895,,,,,,1
NXIPBODY,NXIPBODY,PEABODY STATION INBOUND,2ND AV S & PEABODY ST,36.156464,-86.771599,,,,,,0
33AALASN,33AALASN,33RD AVE N & ALAMEDA ST SB,33RD AV N & ALAMEDA ST,36.164867,-86.826485,,,,,,
33AJOHSN,33AJOHSN,33RD AVE N & JOHN A MERRITT BLVD SB,1171 33RD AVE & CLOVER ST,36.166371,-86.826852,,,,,,0
33AJOHNM,33AJOHNM,33RD AVE N & JOHN A MERRITT BLVD NB,1175 33RD AVE & CLOVER ST,36.166513,-86.82674,,,,,,0
3AGARNN,3AGARNN,3RD AVE N & GARFIELD ST NB,3RD AV N & GARFIELD ST,36.183095,-86.789823,,,,,,0
3AJACNN,3AJACNN,3RD AVE N & JACKSON ST NB,3RD AV N & JACKSON ST,36.173759,-86.783839,,,,,,
3AMONSN,3AMONSN,3RD AVE N & MONROE ST SB,3RD AV N & MONROE ST,36.177876,-86.786595,,,,,,
3AVANSF,3AVANSF,3RD AVE N & VAN BUREN ST SB,3 AVE & TAYLOR,36.179751,-86.787941,,,,,,
40ACLISN,40ACLISN,40TH AVE N & CLIFTON AVE SB,40 AVE & CLIFTON,36.158381,-86.834411,,,,,,
40APRESF,40APRESF,40TH AVE N & PRESTON TAYLOR PL SB,40TH AV N & PRESLOR DR,36.159882,-86.835354,,,,,,
NXOPBODY,NXOPBODY,PEABODY STATION OUTBOUND,4 AVE & PEABODY,36.156137,-86.774063,,,,,,0
NXOCHSNT,NXOCHSNT,CHESTNUT STATION OUTBOUND,4TH AVE & CHESTNUT,36.144681,-86.766576,,,,,,1
4AVCHUSN,4AVCHUSN,4TH AVE N & CHURCH ST SB,,36.163796,-86.779079,,,,,,0
5AVCHUNM,5AVCHUNM,5TH AVE N & THE ARCADE NB,5TH AVE N & CHURCH ST,36.163938,-86.780627,,,,,,0
5AVCHUNN,5AVCHUNN,5TH AVE N & CHURCH ST NB,5TH AVE N & OPRY PL,36.163054,-86.780078,,,,,,0
5ACOMNN,5ACOMNN,5TH AVE N & COMMERCE ST NB,5TH AVE N & OPRY PL,36.161732,-86.779169,,,,,,0
5SFATSN,5SFATSN,S 5TH ST & FATHERLAND ST SB,208 5TH ST S & FATHERLAND ST,36.169907,-86.763715,,,,,,0
JAM6AWN,JAM6AWN,JAMES ROBERTSON PKWY & 6TH AVE N WB,5 AVE & JAMES ROBERTSON,36.168654,-86.785174,,,,,,0
5SRUSSN,5SRUSSN,S 5TH ST & RUSSELL ST SB,5 ST & RUSSELL,36.170853,-86.764262,,,,,,
5SRUSNN,5SRUSNN,S 5TH ST & RUSSELL ST NB,507 RUSSELL ST & 5TH ST S,36.170824,-86.764018,,,,,,0
SHE5SEM,SHE5SEM,SHELBY AVE & S 5TH ST EB,5 ST & SHELBY,36.16779,-86.761605,,,,,,
SHE5SWN,SHE5SWN,SHELBY AVE & S 5TH ST WB,517 SHELBY AVE & 5TH ST S,36.167788,-86.761976,,,,,,0
6AVCHUSN,6AVCHUSN,6TH AVE N & CHURCH ST SB,6TH AV N & UNKNOWN AL,36.16277,-86.781552,,,,,,0
8AALLSN,8AALLSN,8TH AVE S & ALLOWAY ST SB,8TH AVENUE & ALLOWAY,36.137599,-86.778773,,,,,,0
8AARCNN,8AARCNN,8TH AVE S & ARCHER ST NB,8TH AVENUE & ARCHER,36.144897,-86.778803,,,,,,
8AARCSN,8AARCSN,8TH AVE S & ARCHER ST SB,8TH AVENUE & ARCHER,36.145403,-86.779128,,,,,,0
8AARGNN,8AARGNN,8TH AVE S & E ARGYLE AVE NB,8TH AVENUE & ARGYLE,36.135939,-86.778772,,,,,,
8ABASNN,8ABASNN,8TH AVE S & BASS ST NB,8TH AVENUE & BASS,36.147269,-86.778953,,,,,,
8AVDOUNF,8AVDOUNF,8TH AVE S & DOUGLAS AVE NB,8TH AVENUE & BENTON,36.132334,-86.779053,,,,,,
8ABRASN,8ABRASN,8TH AVE S & BRADFORD AVE SB,8TH AVENUE & BRADFORD,36.128913,-86.778188,,,,,,
8ABRONM,8ABRONM,8TH AVE S & BROADWAY AVE NB,,36.159688,-86.782557,,,,,,
8ABROSN,8ABROSN,8TH AVE S & BROADWAY AVE SB,105 ROSA L PARKS BLVD & BROADWAY AVE,36.159047,-86.782292,,,,,,1
8ADRESN,8ADRESN,8TH AVE S & DREXEL ST SB,8TH AV S & DREXEL ST,36.152687,-86.779394,,,,,,0
8ADEMNN,8ADEMNN,8TH AVE S & DEMONBREUN ST NB,,36.156777,-86.78067,,,,,,0
8ADIVSN,8ADIVSN,8TH AVE S & DIVISION ST SB,,36.150067,-86.779301,,,,,,
8ACENSN,8ACENSN,8TH AVE S & CENTRAL ST SB,8TH AV S & CENTRAL ST,36.142204,-86.778845,,,,,,
8AHAMSN,8AHAMSN,8TH AVE S & HAMILTON AVE SB,8TH AVENUE & HAMILTON,36.139339,-86.778422,,,,,,
8ALOCSM,8ALOCSM,8TH AVE N & LOCKLAYER ST SB,8TH AV N & LOCKLAYER ST,36.170063,-86.789411,,,,,,
8AJEFSN,8AJEFSN,8TH AVE N & JEFFERSON ST SB,,36.17343,-86.791617,,,,,,
8AJEFSM,8AJEFSM,8TH AVE N & JEFFERSON ST SB,8TH AV N & JEFFERSON ST,36.172108,-86.790757,,,,,,0
8A9ANM,8A9ANM,8TH AVE N & 9TH AVE N NB,8TH AVE N & JEFFERSON,36.169933,-86.789091,,,,,,0
8AJEFNF,8AJEFNF,8TH AVE N & JEFFERSON ST NB,,36.173643,-86.791458,,,,,,0
8AVHAMNN,8AVHAMNN,8TH AVE S & HAMILTON AVE NB,8TH AVENUE S & LYNWOOD,36.139136,-86.778286,,,,,,
8ADEMSN,8ADEMSN,8TH AVE S & DEMONBREUN ST SB,191 8TH AVE S & DEMONBREUN ST,36.156975,-86.780929,,,,,,0
8AMADNM,8AMADNM,ROSA PARKS BLVD & MONROE ST NB,ROSA L PARKS BLVD,36.174742,-86.792238,,,,,,
8AMONSN,8AMONSN,8TH AVE N & MONROE ST SB,,36.175428,-86.792952,,,,,,
8AOLYNN,8AOLYNN,8TH AVE S & OLYMPIC ST NB,US HWY 31 & 8TH AVE S,36.143383,-86.778744,,,,,,
8AOLYSN,8AOLYSN,8TH AVE S & OLYMPIC ST SB,8TH AVENUE S & OLYMPIC,36.143945,-86.778978,,,,,,
8APRENN,8APRENN,8TH AVE S & PRENTICE AVE NB,US HWY 31 & 8TH AVE S,36.130444,-86.778409,,,,,,0
8AROYSN,8AROYSN,8TH AVE S & ROYCROFT PL SB,8TH AVENUE S & ROY CROFT,36.133717,-86.77923,,,,,,
8ASOUSN,8ASOUSN,8TH AVE S & SOUTH ST SB,8 AVENUE S & SOUTH,36.147059,-86.779215,,,,,,
8AVERSN,8AVERSN,8TH AVE S & VERNON SB,8 AVENUE S & VERNON,36.140829,-86.778706,,,,,,
8AWEDNF,8AWEDNF,8TH AVE S & WEDGEWOOD AVE NB,8 AVENUE S & WEDGEWOOD,36.134544,-86.778981,,,,,,0
8AARGSM,8AARGSM,8TH AVE S & ARGYLE AV SB,8 AVENUE S & WEDGEWOOD,36.13524,-86.779147,,,,,,0
9ACOMSN,9ACOMSN,9TH AVE N & COMMERCE ST SB,,36.159941,-86.783744,,,,,,
ABBHILEM,ABBHILEM,ABBOTT MARTIN RD & HILLSBORO CIRCLE E,,36.106285,-86.818123,,,,,,0
APPMASWM,APPMASWM,APPLETON DR & MASSMAN DR WB,,36.151853,-86.70691,,,,,,
ACOELMSN,ACOELMSN,ACORN DR & ELM TREE DR SB,,36.151596,-86.700375,,,,,,
MASAPPWN,MASAPPWN,MASSMAN DR & APPLETON DR EB,MASSMAN DR & MOLLOY ST,36.152706,-86.704406,,,,,,
21AHERNN,21AHERNN,21ST AVE N & HERMOSA ST NB,21ST AV N & HERMOSA ST,36.163551,-86.808379,,,,,,
ALB21AWN,ALB21AWN,ALBION ST & 21ST AVE N WB,ALBION & 21 ST AVE N,36.165924,-86.808661,,,0,,,0
ALB21AEF,ALB21AEF,ALBION ST & 21ST AVE N EB,ALBION ST & 21ST AV N,36.165766,-86.80866,,,,,,0
ALBDBTEM,ALBDBTEM,ALBION ST & DR DB TODD BLVD EB,ALBION ST & 18TH AVE N,36.166079,-86.806394,,,,,,0
ANDALBNN,ANDALBNN,ANDREW JACKSON PKWY & ALBANY DR NB,,36.210434,-86.600197,,,,,,
ANDDESNN,ANDDESNN,ANDREW JACKSON PKWY & DES MOINES DR,,36.209543,-86.601961,,,,,,
ANDMAYWN,ANDMAYWN,ANDERSON RD & MAY DR WB,,36.272629,-86.69449,,,,,,
ANDTRENN,ANDTRENN,ANDREW JACKSON PKWY & TRENTON DR NB,,36.213487,-86.597721,,,,,,
ANNCHAWM,ANNCHAWM,ANNEX AVE & CHARLOTTE PIKE WB,ANNEX & PREMIER,36.140894,-86.882835,,,,,,
ARTCHENF,ARTCHENF,ARTHUR ST & CHEATHAM PL NB,ARTHUR AVE & CHEATHAM PL,36.175563,-86.798487,,,,,,0
ATHDOMSN,ATHDOMSN,ATHENS WAY & DOMINICAN DR SB,,36.188265,-86.800339,,,,,,
ATHFRESF,ATHFRESF,ATHENS WAY & FRENCH LANDING DR SB,,36.195772,-86.799921,,,,,,0
ATHMETSM,ATHMETSM,ATHENS WAY & METROCENTER SB,ATHENS WAY & METRO CENTER,36.194119,-86.801301,,,,,,
BAPLOCSM,BAPLOCSM,BAPTIST WORLD CENTER DR & LOCK DR SB,BAPTIST WORLD DR & LOCK DR,36.199003,-86.784718,,,,,,
BAPMEANM,BAPMEANM,BAPTIST WORLD CENTER DR & MEADE AVE NB,BAPTIST WORLD DR & ROGER AVE,36.203677,-86.789335,,,,,,0
BAPHAYSF,BAPHAYSF,BAPTIST WORLD CENTER DR & HAYNES MEADE CR SB,BAPTIST WORLD CTR DR & HAYNES MEADE CR,36.202074,-86.788515,,,,,,
BAPSEMNN,BAPSEMNN,BAPTIST WORLD CENTER DR & SEMINARY ST NB,BAPTIST WORLD DR & SEMINARY ST,36.200568,-86.786623,,,,,,0
BAPLOCNM,BAPLOCNM,BAPTIST WORLD CENTER DR & LOCK RD NB,BAPTIST WORLD DR & SEMINARY ST,36.199178,-86.78474,,,,,,
BAPWEANN,BAPWEANN,BAPTIST WORLD CENTER DR & WEAKLEY AVE NB,,36.196511,-86.782523,,,,,,
BAPUNNSM,BAPUNNSM,BAPTIST WORLD CENTER DR & UNNAMED ST SB,BAPTIST WORLD CTR DR & VASHTI ST,36.195314,-86.780671,,,,,,
BAPWILEN,BAPWILEN,BAPTIST WORLD CENTER DR & WILLIS ST EB,BAPTIST WORLD DR & WILLIS,36.193904,-86.778438,,,,,,
BAPYOUNN,BAPYOUNN,BAPTIST WORLD CENTER DR & YOUNGS LN NB,BAPTIST WORLD CTR DR & YOUNGS LN,36.206484,-86.791052,,,,,,0
BAT31AWN,BAT31AWN,BATAVIA ST & 31ST AVE N WB,,36.160819,-86.822757,,,,,,
BAT32AWN,BAT32AWN,BATAVIA ST & 32ND AVE N WB,,36.160591,-86.824027,,,,,,
BAUSHEWN,BAUSHEWN,BAUGH RD & SHEFFIELD SQ WB,734 BAUGH RD,36.069199,-86.936292,,,,,,
HICHICNN,HICHICNN,HICKORY HOLLOW PL & HICKORY HOLLOW,PARKING LOT & MURFREESBORO PIKE,36.052658,-86.654986,,,,,,0
BELHHINN,BELHHINN,BELL RD & HICKORY HIGHLANDS DR NB,,36.059458,-86.641035,,,,,,
BELHHIWF,BELHHIWF,BELL RD & HICKORY HIGHLANDS DR WB,,36.059958,-86.640854,,,,,,0
BELMORSN,BELMORSN,BELL RD & MORRIS GENTRY BLVD SB,BELL RD & MORRIS GENTRY BV,36.066713,-86.636764,,,,,,
BELMORNN,BELMORNN,BELL RD & MORRIS GENTRY BLVD NB,BELL ROAD & MORRIS GENTRY BV,36.066365,-86.636629,,,,,,0
BELBELSF,BELBELSF,BELL RD & BELL CREST DR SB,,36.0625,-86.637948,,,,,,0
BOYAMENN,BOYAMENN,BOYD DR & AMES DR NB,BOYD DRIVE & AMES DRIVE,36.226366,-86.826861,,,,,,
BOYBUENN,BOYBUENN,BOYD DR & BUENAVIEW BLVD NB,BUENAVIEW BLVD & TRUMPET CIR,36.227897,-86.827407,,,,,,
BOYFARNN,BOYFARNN,BOYD DR & FARMVIEW DR NB,BOYD DRIVE & FARMVIEW DR,36.225139,-86.826484,,,,,,
BRABENSF,BRABENSF,BRANSFORD AVE & BENTON AVE SB,,36.131479,-86.768385,,,,,,0
BRACRANF,BRACRANF,BRANSFORD AVE & CRAIGHEAD ST NB,,36.12615,-86.765965,,,,,,
BRABENNN,BRABENNN,BRANSFORD AVE & BENTON AVE NB,,36.131533,-86.768317,,,,,,
BRAROSSF,BRAROSSF,BRANSFORD AVE  & ROSEDALE AVE SB,BRANSFORD AVE & MARTIN ST,36.124353,-86.765931,,,,,,
BRAROSNN,BRAROSNN,BRANSFORD AVE & ROSEDALE AVE NB,,36.124624,-86.765827,,,,,,
BRIBRIEM,BRIBRIEM,BRICKMONT DR & BRICKMONT CT EB,,36.246339,-86.771284,,,,,,
BRICHENN,BRICHENN,BRICK CHURCH PIKE & CHESAPEAKE DR N,BRICK CHURCH PK & CHESAPEAKE DR,36.24603,-86.77931,,,,,,
BRICHEEM,BRICHEEM,BRICKMONT CT & CHESAPEAKE DR EB,BRICKMONT DR & BRICKMONT CT,36.246237,-86.769869,,,,,,
BRICHEEN,BRICHEEN,BRICKMONT DR & CHESAPEAKE DR EB,,36.245437,-86.769046,,,,,,
BRIMASNN,BRIMASNN,BRICK CHURCH PIKE & MASONWOOD DR NB,,36.242007,-86.780511,,,,,,0
BRO9AWF,BRO9AWF,BROADWAY AVE & 9TH AVE S WB,BROADWAY & 10TH AV N,36.158394,-86.783577,,,,,,0
BRO12WN,BRO12WN,BROADWAY AVE & 12TH AVE N WB,103 12TH AVE & BROADWAY AVE,36.156751,-86.787397,,,,,,0
BRO17AWN,BRO17AWN,BROADWAY AVE & 17TH AVE S WB,1692 BROADWAY AVE & 17TH AVE,36.153391,-86.793952,,,,,,0
BRO17AEN,BRO17AEN,BROADWAY AVE & 17TH AVE S EB,BROADWAY & 17 AVE,36.152984,-86.794235,,,,,,
BRO19AWN,BRO19AWN,BROADWAY AVE & 19TH AVE S WB,BROADWAY & 19 AVE,36.151258,-86.796363,,,,,,
BRO19AEN,BRO19AEN,BROADWAY AVE & 19TH AVE S EB,BROADWAY & 19TH AV S,36.150919,-86.796509,,,,,,0
BRO2AEN,BRO2AEN,BROADWAY AVE & 2ND AVE S EB,BROADWAY & 2 AVE,36.16173,-86.775429,,,,,,
BUC11AEN,BUC11AEN,BUCHANAN ST & 11TH AVE N EB,BUCHANAN & 11 AVE,36.180257,-86.804974,,,,,,
BUC14AEN,BUC14AEN,BUCHANAN ST & 14TH AVE N EB,BUCHANAN & 14 AVE,36.180115,-86.807214,,,,,,0
BUC15AWN,BUC15AWN,BUCHANAN ST & 15TH AVE N WB,BUCHANAN ST & 15TH AV N,36.180106,-86.808642,,,,,,
BUC23AWN,BUC23AWN,BUCHANAN ST & 23RD AVE N WB,BUCHANAN ST & 23RD AV N,36.180247,-86.814398,,,,,,
BUC9AEN,BUC9AEN,BUCHANAN ST & 9TH AVE N EB,,36.180437,-86.802526,,,,,,
BUCDBTEN,BUCDBTEN,BUCHANAN ST & DR DB TODD JR BLVD EB,1822 BUCHANAN ST & DR DB TODD JR BLVD,36.180042,-86.811208,,,,,,0
BUEBUEEM,BUEBUEEM,BUENAVIEW BLVD & BUENA VISTA PIKE E,BUENAVIEW BV & BUENA VISTA PK,36.228219,-86.823837,,,,,,
BUEHUMSN,BUEHUMSN,BUENA VISTA PIKE & HUMMINGBIRD DR S,BUENA VISTA PIKE & HUMMINGBIRD DRIVE,36.219326,-86.821003,,,,,,
BUEKINSN,BUEKINSN,BUENA VISTA PIKE & KINGS LN SB,BUENA VISTA PIKE & KINGS LANE,36.221075,-86.821432,,,,,,
BUEBUESM,BUEBUESM,BUENA VISTA PIKE & KINGS LN SB,BUENA VISTA DRIVE & BUENAVIEW BV,36.225337,-86.8226,,,,,,0
BUEKIRNF,BUEKIRNF,BUENA VISTA PK & KIRK AVE NB,,36.199854,-86.82531,,,,,,
BUEWHASN,BUEWHASN,BUENA VISTA PIKE & W. HAMILTON AVE,,36.218154,-86.820468,,,,,,
CHA10AEN,CHA10AEN,CHARLOTTE AVE & 10TH AVE N EB,CHARLOTTE AV & 10TH AV N,36.163286,-86.787885,,,,,,
CXONGULC,CXONGULC,11TH AVE / N GULCH STATION OUTBOUND,CHARLOTTE & 11TH AV,36.16232,-86.790405,,,,,,1
CXOCENTE,CXOCENTE,23RD AVE / CENTENNIAL STATION OUTBOUND,2274 CHARLOTTE AVE & 23RD AVE,36.155939,-86.809465,,,,,,1
CHA26AWN,CHA26AWN,CHARLOTTE AVE & 26TH AVE N WB,CHARLOTTE AV & 26TH AV N,36.154803,-86.814662,,,,,,0
CHA26AEF,CHA26AEF,CHARLOTTE AVE & 26TH AVE F EB,CHARLOTTE AV & 26TH AV N,36.154489,-86.81517,,,,,,
CXO2831,CXO2831,28TH/31ST AVE CONNECTOR STATION OUTBOUND,CHARLOTTE AV & 28TH AV N,36.154039,-86.818055,,,,,,1
CXI2831,CXI2831,28TH/31ST AVE CONNECTOR STATION INBOUND,CHARLOTTE AV & 28TH AV N,36.15387,-86.818414,,,,,,1
CHA33AEN,CHA33AEN,CHARLOTTE AVE & 33RD AVE N,US HWY 70 & 33RD AVE N,36.152788,-86.823741,,,,,,
CXOSYLHE,CXOSYLHE,37TH AVE/SYLVAN HEIGHTS STATION OUTBOUND,3572 CHARLOTTE AVE & 37TH AVE,36.152821,-86.828059,,,,,,1
CXISYLHE,CXISYLHE,37TH AVE/SYLVAN HEIGHTS STATION INBOUND,CHARLOTTE AV & 37TH AV N,36.152664,-86.827657,,,,,,1
CHA39AWN,CHA39AWN,CHARLOTTE AVE & 39TH AVE N WB,CHARLOTTE & 39 AVE,36.152592,-86.833179,,,,,,
CHA39AEF,CHA39AEF,CHARLOTTE AVE & 39TH AVE N EB,CHARLOTTE & 39 AVE,36.152461,-86.832264,,,,,,
CXOSYLPA,CXOSYLPA,42ND AVE/SYLVAN PARK STATION OUTBOUND,4180 CHARLOTTE AVE & 42ND AVE,36.152476,-86.836853,,,,,,1
CXISYLPA,CXISYLPA,42ND AVE/SYLVAN PARK STATION INBOUND,CHARLOTTE & 42 AVE,36.152293,-86.837289,,,,,,1
CXIRICHL,CXIRICHL,46TH AVE/RICHLAND PARK STATION INBOUND,4645 CHARLOTTE AVE & 46TH AVE,36.152077,-86.842746,,,,,,1
CXI53AVE,CXI53AVE,53RD AVE STATION INBOUND,5212 CHARLOTTE AVE & 53RD AVE,36.151829,-86.850579,,,,,,1
CHA7AEN,CHA7AEN,CHARLOTTE AVE & 7TH AVE N EB,,36.164714,-86.784416,,,,,,0
CHA7AWN,CHA7AWN,CHARLOTTE AVE & 7TH AVE N WB,,36.165,-86.78406,,,,,,0
CXOAMERI,CXOAMERI,AMERICAN STATION OUTBOUND,CHARLOTTE & AMERICAN,36.145052,-86.872141,,,,,,1
